name,price,sale_price,store,date
"UNIVERZALNO ČISTILO CREAM CITRO, ARF, 400ML",2.59,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO CREAM NATURAL, ARF, 400ML",2.59,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO CREAM ORIGINAL, ARF, 400ML",2.59,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO CREAM PROFESSIONAL, ARF, 400ML",2.59,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO EXTENDED POWER PINK, DOMESTOS, 750ML",3.19,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO HIBISCUS FETE DES FLEURS, AJAX, 1L",4.18,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO HIBISKUS, STELEX, 1L",3.49,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO LAGOON FLOWERS, AJAX, 1L",4.18,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO LEMON MEGLIO, 750ML",3.18,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO LEMON, MEGLIO, 750ML",3.78,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO LILAC BREEZE, AJAX, 1L",4.18,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO LIMONA, VA MO, 500G",1.98,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO LINEN BREEZE, STELEX, 1L",3.49,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO OCEAN FRESH, SPLENDID, 1,5L",2.39,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO PINE FRESH, DOMESTOS, 750ML",3.19,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO POPROVA META, ODORI, 500ML",7.49,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO S KISOM, FROSCH, 1L",3.49,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO SIVKA, FROSCH, 1L",3.49,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO SPRING FLOWER, STELEX, 1L",3.49,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO STRONG & SAFE, AJAX, 1L",4.18,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO ULTRA FRESH, AJAX, 1L",4.18,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO ULTRA LEMON, AJAX, 1L",4.18,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO VINEGAR & LAVANDER, AJAX, 1L",4.18,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO Z RAZPRŠILKO, S-BUDGET, 750ML",1.49,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO, ALMOND OIL, AJAX, 1 L",4.18,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO, CILLIT BANG, 1L",6.18,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO, RED FLOWER, SPLENDID, 1,5 L",2.39,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO, RED FLOWERS, FLORAL FIESTA, AJAX, 1 L",4.18,,Spar,2026-01-02 00:00:00
"UNIVERZALNO ČISTILO, SPRING FLOWERS, FLORAL FIESTA, AJAX, 1 L",4.18,,Spar,2026-01-02 00:00:00
"UNIVERZALNO LEPILO CLASSIC, PATTEX, 120ML",6.19,,Spar,2026-01-02 00:00:00
"UNIVERZALNO LEPILO SUPER STRONG&SAFE, UHU, 7G",4.78,,Spar,2026-01-02 00:00:00
"UNIVERZALNO PH NEVTRALNO ČISTILO, FROSCH, 1L",3.49,,Spar,2026-01-02 00:00:00
"UNIVERZALNO REZILO LEO, BERGHOFF",10,,Spar,2026-01-02 00:00:00
"UNIVERZALNO SEKUNDNO LEPILO SUPER BOND ORIGINAL, LOCTITE, 4G",3.99,,Spar,2026-01-02 00:00:00
"UNIVERZALNO SEKUNDNO LEPILO SUPER BOND POWER GEL, LOCTITE, 4G",4.49,,Spar,2026-01-02 00:00:00
univerzalno-cistilo-frosch-1-l,3.59,,Tus,2026-01-02 00:00:00
univerzalno-cistilo-frosch-sivka-1-l,3.59,,Tus,2026-01-02 00:00:00
uparjalnik-forth-proti-komarjem,8.99,,Tus,2026-01-02 00:00:00
ura-xmass-stenska,3,,Tus,2026-01-02 00:00:00
UREJEVALNIK BRADE BT 3400,49.9,,Spar,2026-01-02 00:00:00
"UREJEVALNIK BRADE G12 GRAPHITE PG2120, REMINGTON, 1/1",44.9,,Spar,2026-01-02 00:00:00
"UREJEVALNIK BRADE GRAPHITE SERIES PG4000, REMINGTON",66,,Spar,2026-01-02 00:00:00
UREJEVALNIK GRAPHITE SERIES G5 PG5000,78,,Spar,2026-01-02 00:00:00
"UREJEVALNIK ZA GLAVO IN TELO PG760, REMINGTON",89,,Spar,2026-01-02 00:00:00
"USB KLJUČ XP180, 32GB",9.99,,Spar,2026-01-02 00:00:00
"USB KLJUČ XP180, XPLORE, 64GB",15.99,,Spar,2026-01-02 00:00:00
"USB KLJUČ XP200, EXPLORE, 128GB",26.9,,Spar,2026-01-02 00:00:00
"USTNA VODA AKTIV, LACALUT, 300ML",5.79,,Spar,2026-01-02 00:00:00
"USTNA VODA BERRY SMART RINSE, LISTERINE KIDS, 250ML",4.15,,Spar,2026-01-02 00:00:00
"USTNA VODA COOL MINT, LISTERINE, 80ML",1.69,,Spar,2026-01-02 00:00:00
"USTNA VODA GUM STRENGHTEN & PROTECT, PARODONTAX, 500ML",7.19,,Spar,2026-01-02 00:00:00
"USTNA VODA GUM&ENAMEL CARE FRESH MINT, ORAL-B, 500ML",5.49,,Spar,2026-01-02 00:00:00
"USTNA VODA HERBAL, BIODENT, 250ML",2.99,,Spar,2026-01-02 00:00:00
"USTNA VODA MULTI-EFFECT, LACALUT, 500ML",6.79,,Spar,2026-01-02 00:00:00
"USTNA VODA PERIO PLUS BALANCE, CURAPROX, 200ML",10.69,,Spar,2026-01-02 00:00:00
"USTNA VODA PLAX COOL MINT, COLGATE, 500ML",4.99,,Spar,2026-01-02 00:00:00
"USTNA VODA PRO EXPERT PROFESSIONAL PROTECTION, ORAL-B, 500ML",6.99,,Spar,2026-01-02 00:00:00
"USTNA VODA PROTI KARIESU, PROKUDENT, 500ML",1.59,,Spar,2026-01-02 00:00:00
"USTNA VODA SENSITIVE MENTHOLYPTUS, LACALUT, 500ML",6.79,,Spar,2026-01-02 00:00:00
"USTNA VODA SOFT MINT PLAX, COLGATE, 500ML",4.99,,Spar,2026-01-02 00:00:00
"USTNA VODA TARTAR PROTECT, LISTERINE, 250ML",4.99,,Spar,2026-01-02 00:00:00
"USTNA VODA TARTAR PROTECT, LISTERINE, 500ML",7.59,,Spar,2026-01-02 00:00:00
"USTNA VODA TEETH & GUM DEFENCE FRESH MINT, LISTERINE, 500ML",6.49,,Spar,2026-01-02 00:00:00
"USTNA VODA TEETH & GUM DEFENCE MINT ZERO, LISTERINE, 500ML",6.49,,Spar,2026-01-02 00:00:00
"USTNA VODA TOTAL CARE ZERO, LISTERINE, 500ML",7.59,,Spar,2026-01-02 00:00:00
"USTNA VODA TOTAL CARE, LISTERINE, 95ML, TRAVEL",1.95,,Spar,2026-01-02 00:00:00
"USTNA VODA WHITE MILD ADVANCED, LISTERINE, 500ML",7.59,,Spar,2026-01-02 00:00:00
"USTNA VODA Z OKUSOM METE, CARA BY NUSSYY, 500ML",5.49,,Spar,2026-01-02 00:00:00
"USTNA VODA, COOL MINT, LISTERINE, 250 ML",4.15,,Spar,2026-01-02 00:00:00
"USTNA VODA, COOL MINT, LISTERINE, 500 ML",6.49,,Spar,2026-01-02 00:00:00
"USTNA VODA, COOL MINT, SENSODYNE, 500 ML",6.29,,Spar,2026-01-02 00:00:00
"USTNA VODA, FRESH & MINTY, AQUAFRESH, 500 ML",5.49,,Spar,2026-01-02 00:00:00
"USTNA VODA, FRESH BURST, LISTERINE, 250 ML",4.15,,Spar,2026-01-02 00:00:00
"USTNA VODA, FRESHBURST, LISTERINE, 500 ML",6.49,,Spar,2026-01-02 00:00:00
"USTNA VODA, PARODONTAX, 500 ML",7.19,,Spar,2026-01-02 00:00:00
"USTNA VODA, PROTI KARIESU, ELMEX, 400 ML",6.69,,Spar,2026-01-02 00:00:00
"USTNA VODA, SENSITIVE, ELMEX, 400 ML",6.69,,Spar,2026-01-02 00:00:00
"USTNA VODA, ZA NEGO ZOB IN DLESNI, PROKUDENT, 500ML",1.59,,Spar,2026-01-02 00:00:00
ustna-voda-aquafresh-fresh--minty-500-ml,5.54,,Tus,2026-01-02 00:00:00
ustna-voda-biodent-250ml,3.02,,Tus,2026-01-02 00:00:00
ustna-voda-lacalut-sensitive-500-ml,6.84,,Tus,2026-01-02 00:00:00
ustna-voda-listerin-total-care-500ml,8.19,,Tus,2026-01-02 00:00:00
ustna-voda-listerine-coolmint-500-ml,6.69,,Tus,2026-01-02 00:00:00
ustna-voda-listerine-teeth--gum-defence-500-ml,6.69,,Tus,2026-01-02 00:00:00
ustna-voda-listerine-total-care-zero-500-ml,8.19,,Tus,2026-01-02 00:00:00
ustna-voda-oralb-pro-expert-500-ml,7.79,,Tus,2026-01-02 00:00:00
ustna-voda-parodontax-gum-strenghten--protect-500-ml,7.19,,Tus,2026-01-02 00:00:00
ustna-voda-sensodyne-cool-mint-500-ml,6.99,,Tus,2026-01-02 00:00:00
"USTVARJALNI SET DOCTOR SQUISH SQUISHY MAKER,1/1",35.9,,Spar,2026-01-02 00:00:00
"USTVARJALNI SET SO SQUISHY, JOHN ADAMS, 1/1",24.9,,Spar,2026-01-02 00:00:00
"UŠESA SVINJSKA DIMLJENA,VITAKRAFT, 10/1, 220G",9.9,,Spar,2026-01-02 00:00:00
"UŠESNE SVEČKE, IZ ČEBELJEGA VOSKA, APITUL, 2/1",5.99,,Spar,2026-01-02 00:00:00
"UTRJEVALEC STEPENE SMETANE KREMFIX, DR. OETKER, 3X10G",0.95,,Spar,2026-01-02 00:00:00
utrjevalec-ehovital-s-keratinom-120ml,2.79,,Tus,2026-01-02 00:00:00
"VABA ZA KUHINJSKE MOLJE, FORTH",5.99,,Spar,2026-01-02 00:00:00
"VABA ZA ŽIVILSKE MOLJE FOOD MOTH, AUTAN, 2/1",6.39,,Spar,2026-01-02 00:00:00
vaba-forth-za-mravlje-21,4.89,,Tus,2026-01-02 00:00:00
vaba-orphea-za-kuhinjske-molje-2--2-gratis-41,7.79,,Tus,2026-01-02 00:00:00
"VAFELJ B-READY NUTELLA, FERRERO, 2/1, 44G",1.29,,Spar,2026-01-02 00:00:00
"VAFELJ B-READY NUTELLA, FERRERO, 6/1, 132G",3.05,,Spar,2026-01-02 00:00:00
"VAFELJ KINDER CRISPY, FERRERO, 170G",4.29,,Spar,2026-01-02 00:00:00
"VAFELJ KINDER HANUTA, 2/1, 44G",1.24,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT S ČOKOLADO CHUNKY, KIT KAT, NESTLÉ, 40G",1.29,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT S ČOKOLADO DOUBLE CHOCOLATE, KIT KAT, NESTLÉ, 99G",2.49,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT S ČOKOLADO HAZELNUT, KIT KAT, NESTLÉ, 99G",2.49,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT S ČOKOLADO KIT KAT, NESTLÉ, 41,5G",1.29,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT S ČOKOLADO SLANA KARAMELA, KIT KAT, NESTLÉ, 99G",2.49,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT S ČOKOLADO, KIT KAT MINI, NESTLÉ, 301G",4.79,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT S TEMNO ČOKOLADO, KIT KAT, NESTLÉ, 41,5G",1.29,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT Z BELO ČOKOLADO KINDER BUENO WHITE, FERRERO, 3/1, 117G",2.89,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT Z BELO ČOKOLADO KINDER BUENO WHITE, FERRERO, 39G",1.29,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT Z BELO ČOKOLADO, KINDER BUENO WHITE, FERRERO, 10/1, 390G",8.59,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT Z BELO ČOKOLADO, KIT KAT, NESTLÉ, 41,5G",1.29,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT Z MLEČNO ČOKOLADO KINDER BUENO, FERRERO, 107,5G",2.45,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT Z MLEČNO ČOKOLADO KINDER BUENO, FERRERO, 3/1, 129G",2.89,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT Z MLEČNO ČOKOLADO KINDER BUENO, FERRERO, 5/1, 215G",4.49,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT Z MLEČNO ČOKOLADO MINI KINDER BUENO, FERRERO, 108G",3.48,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT Z MLEČNO ČOKOLADO Z OKUSOM LEŠNIKA, KIT KAT, NESTLÉ, 41,5G",1.29,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT Z MLEČNO ČOKOLADO, BREZ GLUTENA, NICKS, 35G",1.45,,Spar,2026-01-02 00:00:00
"VAFELJ OBLIT Z MLEČNO ČOKOLADO, KINDER BUENO, FERRERO, 43G",1.29,,Spar,2026-01-02 00:00:00
"VAFELJ Z ARAŠIDI, KNOPPERS PEANUT BAR, 40G",0.75,,Spar,2026-01-02 00:00:00
"VAFELJ Z LEŠNIKOVIM IN KAKAVOVIM POLNILOM NUSSINI, MILKA, 31,5G",0.65,,Spar,2026-01-02 00:00:00
"VAFELJ Z LEŠNIKOVO KREMO ONDULE BREZ GLUTENA, SCHÄR, 90G",4.74,,Spar,2026-01-02 00:00:00
"VAFELJ Z MLEČNIM IN KAKAVOVIM POLNILOM, KINDER CARDS, 2/1, 25,6G",0.78,,Spar,2026-01-02 00:00:00
"VAFELJ Z MLEČNO IN KOKOSOVO KREMO, KNOPPERS COCONUT BAR, 40G",0.75,,Spar,2026-01-02 00:00:00
"VAFELJ Z MLEČNO IN LEŠNIKOVO KREMO PEANUT, KNOPPERS NUTBAR, 40G",0.75,,Spar,2026-01-02 00:00:00
vafelj-knoppers-75g,1.19,,Tus,2026-01-02 00:00:00
vafelj-loacher-classic-kakaomleko-175g,2.29,,Tus,2026-01-02 00:00:00
vafelj-loacker-classic-arasidovo-maslo-175-g,2.39,,Tus,2026-01-02 00:00:00
vafelj-loacker-classic-double-choc-175g,2.39,,Tus,2026-01-02 00:00:00
vafelj-loacker-polnozrnati-cokolada-175-g,2.79,,Tus,2026-01-02 00:00:00
vafelj-rizev-livity-12-vrst-semen-100-g,1.29,,Tus,2026-01-02 00:00:00
vafelj-snack-minis-cokolada-5-x-25g,1.85,,Tus,2026-01-02 00:00:00
vafelj-snack-minis-lesnik-5-x-25-g,1.85,,Tus,2026-01-02 00:00:00
vafelj-tortice-browenie-cokoladne-400g,3.89,,Tus,2026-01-02 00:00:00
"VAFLJEV KORNET PRESENEČENJA Z LEŠNIKOVO KREMO PAW PATROL, RELKON, 25G",1.39,,Spar,2026-01-02 00:00:00
"VAFLJEVE ROLICE Z LEŠNIKOVIM POLNILOM IN MLEČNO ČOKOLADO, S-BUDGET, 8X25G",1.06,,Spar,2026-01-02 00:00:00
"VAFLJEVE ROLICE Z LEŠNIKOVO KREMO, S-BUDGET, 400G",2.49,,Spar,2026-01-02 00:00:00
"VAFLJEVE ROLICE Z MLEČNIM POLNILOM, S-BUDGET, 200G",1.2,,Spar,2026-01-02 00:00:00
"VAFLJI ČOKOLADNI BROWNIE, MANNER, 400G",3.59,,Spar,2026-01-02 00:00:00
"VAFLJI HAPPY HIPPO, KINDER, 5/1, 103G",2.95,,Spar,2026-01-02 00:00:00
"VAFLJI IZ SVEŽIH JAJC, KUCHENMEISTER, 250G",2.95,,Spar,2026-01-02 00:00:00
"VAFLJI KAKAV FRONDI, KRAŠ, 250G",2.29,,Spar,2026-01-02 00:00:00
"VAFLJI KAKAV IN MLEČNA KREMA MAXI FRONDI, MIRA, 250G",2.29,,Spar,2026-01-02 00:00:00
"VAFLJI KAKAV IN MLEKO CLASSIC, LOACKER, 175G",2.29,,Spar,2026-01-02 00:00:00
"VAFLJI KOKOS FRONDI, KRAŠ, 250G",2.29,,Spar,2026-01-02 00:00:00
"VAFLJI LIMONA FRONDI, KRAŠ, 250G",2.29,,Spar,2026-01-02 00:00:00
"VAFLJI MINI S ČOKOLADO QUADRITOS BREZ GLUTENA, SCHÄR, 40G",1.39,,Spar,2026-01-02 00:00:00
"VAFLJI MLEKO IN KAKAV CARDS, KINDER, 128G",3.49,,Spar,2026-01-02 00:00:00
"VAFLJI NOUGAT FRONDI, KRAŠ, 250G",2.29,,Spar,2026-01-02 00:00:00
"VAFLJI OBLITI Z MLEČNO ČOKOLADO CUBI DOO, MANNER, 140G",2.99,,Spar,2026-01-02 00:00:00
"VAFLJI OBLITI Z MLEČNO ČOKOLADO SPAR, 125G",1.35,,Spar,2026-01-02 00:00:00
"VAFLJI S ČOKOLADO WAFLETTEN, BAHLSEN, 100G",3.49,,Spar,2026-01-02 00:00:00
"VAFLJI S ČOKOLADO, BREZ GLUTENA, SCHÄR, 125G",2.79,,Spar,2026-01-02 00:00:00
"VAFLJI S KAKAVOVIM POLNILOM, S-BUDGET, 800G",2.39,,Spar,2026-01-02 00:00:00
"VAFLJI S KARAMELNIM POLNILOM STROOP WAFELS, SPAR, 400G",2.48,,Spar,2026-01-02 00:00:00
"VAFLJI S POLNILOM Z OKUSOM LIMONE, S-BUDGET, 800G",2.49,,Spar,2026-01-02 00:00:00
"VAFLJI S TEMNO ČOKOLADO THINS DARK CHOCOLATE, LOACKER, 150G",2.39,,Spar,2026-01-02 00:00:00
"VAFLJI SNACK MINIS ČOKOLADA, MANNER, 300G",3.99,,Spar,2026-01-02 00:00:00
"VAFLJI SNACK MINIS ČOKOLADA, MANNER, 5/1, 125G",1.79,,Spar,2026-01-02 00:00:00
"VAFLJI SNACK MINIS LEŠNIK, MANNER, 300G",3.99,,Spar,2026-01-02 00:00:00
"VAFLJI SNACK MINIS LEŠNIK, MANNER, 5/1, 125G",1.79,,Spar,2026-01-02 00:00:00
"VAFLJI SRČEK, ÖLZ, 165G",3.59,,Spar,2026-01-02 00:00:00
"VAFLJI TEMNI KAKAV FRONDI, KRAŠ, 225G",2.29,,Spar,2026-01-02 00:00:00
"VAFLJI Z LEŠNIKOVIM POLNILOM, S-BUDGET, 800G",2.39,,Spar,2026-01-02 00:00:00
"VAFLJI Z NUGAT KREMO, BAHLSEN, 125G",3.29,,Spar,2026-01-02 00:00:00
"VAFLJI Z RDEČO LEČO, BREZ GLUTENA, FIORENTINI, 120G",2.69,,Spar,2026-01-02 00:00:00
vaflji-bio-polnozrnati-rizevi-100g,1.49,,Tus,2026-01-02 00:00:00
vaflji-bio-rizevi-z-mlecno-cokolado-100g,2.99,,Tus,2026-01-02 00:00:00
vaflji-koruzni-kupiec-z-okusom-cheddar-sira-120-g,2.29,,Tus,2026-01-02 00:00:00
vaflji-koruzni-kupiec-z-okusom-kisle-smetane-in-cebule-120-g,2.29,,Tus,2026-01-02 00:00:00
vaflji-kupiec-rizevi-obliti-s-temno-cokolado-60-g,2.39,,Tus,2026-01-02 00:00:00
vaflji-kupiec-rizevi-obliti-z-jogurtom-gozdni-sadezi-60-g,1.99,,Tus,2026-01-02 00:00:00
vaflji-kupiec-rizevi-obliti-z-jogurtom-okus-mango-60-g,1.99,,Tus,2026-01-02 00:00:00
vaflji-kupiec-rizevi-obliti-z-mlecno-cokolado-60-g,2.39,,Tus,2026-01-02 00:00:00
vaflji-manner-snack-minis-cokolada-300-g,4.39,,Tus,2026-01-02 00:00:00
vaflji-manner-snack-minis-lesnik-300-g,4.39,,Tus,2026-01-02 00:00:00
vaflji-rizevi-cokolada-in-malina-70g,2.56,,Tus,2026-01-02 00:00:00
"VAKUUMSKA VREČA ZA OBEŠALNIK 70X144CM, SIMPEX, 1/1",4.99,,Spar,2026-01-02 00:00:00
"VALJANI AJDOVI REZANCI, ZLATO POLJE, 400G",2.93,,Spar,2026-01-02 00:00:00
"VALJANI JUŠNI REZANCI Z JAJCI IN KORENČKOM, MLINOTEST, 400G",2.37,,Spar,2026-01-02 00:00:00
"VALJANI REZANCI FETTUCCINE ŠT.8, ZLATO POLJE, 400G",2.65,,Spar,2026-01-02 00:00:00
"VALJANI ŠIROKI REZANCI FETTUCCINE, ZLATO POLJE, 400G",2.39,,Spar,2026-01-02 00:00:00
"VALJANI ŠIROKI REZANCI, TESTENINE BAŠKOVČ, 500G",3.95,,Spar,2026-01-02 00:00:00
"VALJANI ŠIROKI REZANCI, ZLATO POLJE, 500G",2.37,,Spar,2026-01-02 00:00:00
"VALJANI ŠPINAČNI REZANCI, ZLATO POLJE, 400G",2.38,,Spar,2026-01-02 00:00:00
valjani-rezanci-zlato-polje-st8-400-g,2.68,,Tus,2026-01-02 00:00:00
"VALJAR Z DISTANČNIKI 35,5 CM",11.99,,Spar,2026-01-02 00:00:00
valjar-za-testo-pepa-23-x-5-cm,10.99,,Tus,2026-01-02 00:00:00
"VALOVITI KROMPIRČEK ZA PRIPRAVO V PEČICI, S-BUDGET, 1KG",1.59,,Spar,2026-01-02 00:00:00
"VALOVITI LISTI ZA LAZANJO IZ PŠENIČNEGA DURUM ZDROBA, DESPAR, 250G",1.15,,Spar,2026-01-02 00:00:00
"VALOVITI REZANCI VALVICE, PEKARNA BAŠKOVČ, 400G",2.89,,Spar,2026-01-02 00:00:00
vampi-400g,6.29,,Tus,2026-01-02 00:00:00
"VAMPI, GAVRILOVIĆ, 300G",3.49,,Spar,2026-01-02 00:00:00
"VAMPI, PODRAVKA, 400 G",4.97,,Spar,2026-01-02 00:00:00
vanili-aroma-dr-oetker-38-ml,1.95,,Tus,2026-01-02 00:00:00
"VANILIJA CELA BOURBON V STROKU, KOTÁNYI, 1/1",4.78,,Spar,2026-01-02 00:00:00
vanilija-bourbon-mleta-kotnyi-15-g,8.99,,Tus,2026-01-02 00:00:00
"VANILIJEV EKSTRAKT, 3,9% M.M., DECOCINO´S, 20ML",5.19,,Spar,2026-01-02 00:00:00
"VANILIJEV JOGURT BREZ LAKTOZE, SPAR FREE FROM, 180G",0.49,,Spar,2026-01-02 00:00:00
"VANILIJEV JOGURT S ČOKO KROGLICAMI OKI DOKI, ZELENE DOLINE, 150G",1.58,,Spar,2026-01-02 00:00:00
"Vanilijev jogurt s pisanimi čokoladnimi bonboni Oki Doki, Zelene Doline, 150 g",1.59,,Mercator,2026-01-02 00:00:00
"VANILIJEV JOGURT Z MAVRIČNIMI BONBONI OKI DOKI, ZELENE DOLINE, 150G",1.58,,Spar,2026-01-02 00:00:00
"Vanilijev puding, Vindija, 125 g",0.49,,Mercator,2026-01-02 00:00:00
"VANILIJEV SHAKE S-BUDGET, 230ML",0.75,,Spar,2026-01-02 00:00:00
"VANILIJEV SLADKOR BOURBON, DR. OETKER, 10G",0.54,,Spar,2026-01-02 00:00:00
"VANILIJEV SLADOLED KARAMELA IN BELA ČOKOLADA TEXAN PECAN, NUII, 3X90 ML",5.47,,Spar,2026-01-02 00:00:00
"VANILIJEV STROK, DR.OETKER, 1,5G",4.89,,Spar,2026-01-02 00:00:00
vanilijev-puding-s-smetano-200-g,0.37,,Tus,2026-01-02 00:00:00
"VANILIJEVA PASTA, BAM, 50ML",9.85,,Spar,2026-01-02 00:00:00
"VANILIJEVA PLOŠČICA S SKUTO, SPAR ENJOY, 40G",0.79,,Spar,2026-01-02 00:00:00
vanilijeva-pasta-dr-oetker-19g,2.19,,Tus,2026-01-02 00:00:00
"VANILIJEVI PIŠKOTI VETERCI, MIHA NOVAK, 300G",5.49,,Spar,2026-01-02 00:00:00
VANILIN MEŠANICA AROME IN BARVIL,2.05,,Spar,2026-01-02 00:00:00
"Vanilin puding, Royal, 4 x 40 g",2.09,,Mercator,2026-01-02 00:00:00
"VANILIN SLADKOR SWEET ZERO, DR.OETKER, 8G",0.29,,Spar,2026-01-02 00:00:00
"VANILIN SLADKOR, DOLCELA, 6/1, 8G",0.99,,Spar,2026-01-02 00:00:00
"VANILIN SLADKOR, DR. OETKER, 40G",0.78,,Spar,2026-01-02 00:00:00
"VANILIN SLADKOR, DR.OETKER, 6X8G",1.19,,Spar,2026-01-02 00:00:00
"VANILIN SLADKOR, GORIMPEX, 5X10G",0.45,,Spar,2026-01-02 00:00:00
"VANILIN SLADKOR, REGINA, 6/1, 48G",1.25,,Spar,2026-01-02 00:00:00
vanilin-sladkor-6x8g,1.19,,Tus,2026-01-02 00:00:00
vanilin-sladkor-bourbon-dr-oetker-10-g-,0.57,,Tus,2026-01-02 00:00:00
vanilin-sladkor-dolcela-5--1-gratis-6-x-8-g,1.19,,Tus,2026-01-02 00:00:00
vanilin-sladkor-dr-oetker-xxl-40-g-,0.85,,Tus,2026-01-02 00:00:00
vanilin-sladkor-regina-51-gratis-6x8g,1.27,,Tus,2026-01-02 00:00:00
vanilin-sladkor-regina-8g,0.25,,Tus,2026-01-02 00:00:00
vanilin-sladkor-tus-5-x-10-g-,0.59,,Tus,2026-01-02 00:00:00
"VANILINOV SLADKOR S-BUDGET, 10X8G",0.24,,Spar,2026-01-02 00:00:00
vaniljev-sladkor-bourbon-kotnyi-10-g,0.59,,Tus,2026-01-02 00:00:00
vanish-oxi-white-prsilka-500-ml,7.49,,Tus,2026-01-02 00:00:00
vanish-pink-gel-za-odstranjevanje-madezev-1-l,8.39,,Tus,2026-01-02 00:00:00
vanish-pink-oxi-action-gel-za-odstranjevanje-madezev-2-l,12.99,,Tus,2026-01-02 00:00:00
vanish-pink-prasek-za-odstranjevanje-madezev-970-g,12.99,,Tus,2026-01-02 00:00:00
vanish-tekocina-extra-hygiene-940-ml,8.39,,Tus,2026-01-02 00:00:00
vanish-white-gel-za-odstranjevanje-madezev-1-l,8.39,,Tus,2026-01-02 00:00:00
vanish-white-gel-za-odstranjevanje-madezev-15-l,12.99,,Tus,2026-01-02 00:00:00
vanish-white-oxi-action-gel-za-odstranjevanje-madezev-2-l,12.99,,Tus,2026-01-02 00:00:00
vanish-white-prasek-za-odstranjevanje-madezev-470-g,8.39,,Tus,2026-01-02 00:00:00
vanish-white-prasek-za-odstranjevanje-madezev-970-g,12.99,,Tus,2026-01-02 00:00:00
"VARAŽDINSKI SVEŽI SIR ´Z BREGOV, VINDIJA, 800G",4.29,,Spar,2026-01-02 00:00:00
varikina-parfumirana-evkaliptus--v-tabletah-481,6.99,,Tus,2026-01-02 00:00:00
"VARNOSTNI BREZROKAVNIK, 1/1",3.29,,Spar,2026-01-02 00:00:00
"VASELINE JELLY COCOA, 100 ML",3.99,,Spar,2026-01-02 00:00:00
"VASELINE JELLY ORIGINAL, 100ML",3.99,,Spar,2026-01-02 00:00:00
vata-cikcak-tosama-100-g-,2.59,,Tus,2026-01-02 00:00:00
vatice-cotoneve-aqua-8020,2.99,,Tus,2026-01-02 00:00:00
"VATIRANE BABY BLAZINICE, TO.TO, 60/1",3.99,,Spar,2026-01-02 00:00:00
"Vatirane blazinice, Cosmetic, Bellawa, 100/1",2.49,,Mercator,2026-01-02 00:00:00
"VATIRANE PALČKE BELLAWA, 160/1",1.35,,Spar,2026-01-02 00:00:00
"VATIRANE PALČKE IZ 100% BIO BOMBAŽA, BELLAWA, 200/1",1.95,,Spar,2026-01-02 00:00:00
